id,status,run_time,duration,finished,exception,traceback,job_id
916,Executed,2024-12-17T16:10:00+00:00,0.04,1734451800.04,,,job
96,Executed,2023-11-02T16:10:00+00:00,0.03,1698941400.03,,,job
918,Executed,2024-12-18T16:10:00+00:00,0.05,1734538200.05,,,job
98,Executed,2023-11-03T16:10:00+00:00,0.03,1699027800.03,,,job
100,Executed,2023-11-04T16:10:00+00:00,0.03,1699114200.03,,,job
1169,Executed,2025-04-23T22:00:00+00:00,428.3,1745446028.3,,,job3
102,Executed,2023-11-05T16:10:00+00:00,0.03,1699200600.03,,,job
104,Executed,2023-11-06T16:10:00+00:00,0.03,1699287000.03,,,job
105,Executed,2023-11-07T16:10:00+00:00,0.04,1699373400.04,,,job
1170,Executed,2025-04-24T16:10:00+00:00,0.07,1745511000.07,,,job
107,Executed,2023-11-08T16:10:00+00:00,0.03,1699459800.03,,,job
1171,Executed,2025-04-24T22:00:00+00:00,431.38,1745532431.38,,,job3
109,Executed,2023-11-09T16:10:00+00:00,0.03,1699546200.03,,,job
1172,Executed,2025-04-25T16:10:00+00:00,0.11,1745597400.11,,,job
111,Executed,2023-11-10T16:10:00+00:00,0.03,1699632600.03,,,job
1173,Executed,2025-04-25T22:00:00+00:00,434.41,1745618834.41,,,job3
113,Executed,2023-11-11T16:10:00+00:00,0.03,1699719000.03,,,job
1174,Executed,2025-04-26T16:10:00+00:00,0.08,1745683800.08,,,job
118,Executed,2023-11-13T19:40:00+00:00,128.74,1699904528.74,,,job3
120,Executed,2023-11-14T19:40:00+00:00,134.39,1699990934.39,,,job3
122,Executed,2023-11-15T19:40:00+00:00,134.04,1700077334.04,,,job3
1175,Executed,2025-04-26T22:00:00+00:00,437.17,1745705237.17,,,job3
1176,Executed,2025-04-27T16:10:00+00:00,0.12,1745770200.12,,,job
1177,Executed,2025-04-27T22:00:00+00:00,445.76,1745791645.76,,,job3
1178,Executed,2025-04-28T16:10:00+00:00,0.08,1745856600.08,,,job
1179,Executed,2025-04-28T22:00:00+00:00,470.93,1745878070.93,,,job3
1180,Executed,2025-04-29T16:10:00+00:00,0.08,1745943000.08,,,job
1181,Executed,2025-04-29T22:00:00+00:00,720.64,1745964720.64,,,job3
1182,Executed,2025-04-30T16:10:00+00:00,0.08,1746029400.08,,,job
1183,Executed,2025-04-30T22:00:00+00:00,476.14,1746050876.14,,,job3
1184,Executed,2025-05-01T16:10:00+00:00,0.12,1746115800.12,,,job
1185,Executed,2025-05-01T22:00:00+00:00,486.37,1746137286.37,,,job3
1186,Executed,2025-05-02T16:10:00+00:00,0.08,1746202200.08,,,job
1187,Executed,2025-05-02T22:00:00+00:00,498.66,1746223698.66,,,job3
1188,Executed,2025-05-03T16:10:00+00:00,0.08,1746288600.08,,,job
1189,Executed,2025-05-03T22:00:00+00:00,494.54,1746310094.54,,,job3
1190,Executed,2025-05-04T16:10:00+00:00,0.12,1746375000.12,,,job
1191,Executed,2025-05-04T22:00:00+00:00,499.3,1746396499.3,,,job3
1192,Executed,2025-05-05T16:10:00+00:00,0.09,1746461400.09,,,job
1193,Executed,2025-05-05T22:00:00+00:00,495.63,1746482895.63,,,job3
1194,Executed,2025-05-06T16:10:00+00:00,0.08,1746547800.08,,,job
1195,Executed,2025-05-06T22:00:00+00:00,510.52,1746569310.52,,,job3
1196,Executed,2025-05-07T16:10:00+00:00,0.09,1746634200.09,,,job
1197,Executed,2025-05-07T22:00:00+00:00,1613.84,1746656813.84,,,job3
1198,Executed,2025-05-08T16:10:00+00:00,0.09,1746720600.09,,,job
1199,Executed,2025-05-08T22:00:00+00:00,535.23,1746742135.23,,,job3
1200,Executed,2025-05-09T16:10:00+00:00,0.15,1746807000.15,,,job
1201,Executed,2025-05-09T22:00:00+00:00,537.84,1746828537.84,,,job3
1202,Executed,2025-05-10T16:10:00+00:00,0.18,1746893400.18,,,job
1203,Executed,2025-05-10T22:00:00+00:00,543.22,1746914943.22,,,job3
1204,Executed,2025-05-11T16:10:00+00:00,0.11,1746979800.11,,,job
1205,Executed,2025-05-11T22:00:00+00:00,545.85,1747001345.85,,,job3
1247,Executed,2025-06-01T22:00:00+00:00,699.21,1748815899.21,,,job3
1248,Executed,2025-06-02T16:10:00+00:00,0.36,1748880600.36,,,job
1249,Executed,2025-06-02T22:00:00+00:00,1792.01,1748903392.01,,,job3
1250,Executed,2025-06-03T16:10:00+00:00,0.19,1748967000.19,,,job
1251,Executed,2025-06-03T22:00:00+00:00,1723.32,1748989723.32,,,job3
1252,Executed,2025-06-04T16:10:00+00:00,0.2,1749053400.2,,,job
1253,Executed,2025-06-04T22:00:00+00:00,692.48,1749075092.48,,,job3
1584,Executed,2025-11-17T16:10:00+00:00,36.39,1763395836.39,,,job
1585,Executed,2025-11-17T22:00:00+00:00,3647.37,1763420447.37,,,job3
1586,Executed,2025-11-18T16:10:00+00:00,480.86,1763482680.86,,,job
1587,Executed,2025-11-18T22:00:00+00:00,4741.31,1763507941.31,,,job3
1588,Executed,2025-11-19T16:10:00+00:00,480.76,1763569080.76,,,job
1589,Executed,2025-11-19T22:00:00+00:00,5769.2,1763595369.2,,,job3
1590,Executed,2025-11-20T16:10:00+00:00,480.72,1763655480.72,,,job
1591,Executed,2025-11-20T22:00:00+00:00,3642.84,1763679642.84,,,job3
1592,Executed,2025-11-21T16:10:00+00:00,0.76,1763741400.76,,,job
1593,Executed,2025-11-21T22:00:00+00:00,2614.83,1763765014.83,,,job3
1594,Executed,2025-11-22T16:10:00+00:00,480.78,1763828280.78,,,job
1595,Executed,2025-11-22T22:00:00+00:00,3733.75,1763852533.75,,,job3
1596,Executed,2025-11-23T16:10:00+00:00,0.74,1763914200.74,,,job
1597,Executed,2025-11-23T22:00:00+00:00,3730.5,1763938930.5,,,job3
1598,Executed,2025-11-24T16:10:00+00:00,0.89,1764000600.89,,,job
1599,Executed,2025-11-24T22:00:00+00:00,3744.64,1764025344.64,,,job3
1600,Executed,2025-11-25T16:10:00+00:00,0.93,1764087000.93,,,job
1601,Executed,2025-11-25T22:00:00+00:00,2664.93,1764110664.93,,,job3
1602,Executed,2025-11-26T16:10:00+00:00,2.7,1764173402.7,,,job
1603,Executed,2025-11-26T22:00:00+00:00,2683.38,1764197083.38,,,job3
1604,Executed,2025-11-27T16:10:00+00:00,480.95,1764260280.95,,,job
1605,Executed,2025-11-27T22:00:00+00:00,3822.13,1764284622.13,,,job3
1606,Executed,2025-11-28T16:10:00+00:00,481.02,1764346681.02,,,job
1607,Executed,2025-11-28T22:00:00+00:00,2727.63,1764369927.63,,,job3
1608,Executed,2025-11-29T16:10:00+00:00,481.04,1764433081.04,,,job
115,Executed,2023-11-12T16:10:00+00:00,0.03,1699805400.03,,,job
922,Executed,2024-12-20T16:10:00+00:00,0.04,1734711000.04,,,job
117,Executed,2023-11-13T16:10:00+00:00,0.03,1699891800.03,,,job
119,Executed,2023-11-14T16:10:00+00:00,0.03,1699978200.03,,,job
121,Executed,2023-11-15T16:10:00+00:00,0.03,1700064600.03,,,job
123,Executed,2023-11-16T16:10:00+00:00,0.03,1700151000.03,,,job
124,Executed,2023-11-16T19:40:00+00:00,131.4,1700163731.4,,,job3
125,Executed,2023-11-17T16:10:00+00:00,0.03,1700237400.03,,,job
126,Executed,2023-11-17T19:40:00+00:00,132.25,1700250132.25,,,job3
127,Executed,2023-11-18T16:10:00+00:00,0.03,1700323800.03,,,job
128,Executed,2023-11-18T19:40:00+00:00,131.01,1700336531.01,,,job3
129,Executed,2023-11-19T16:10:00+00:00,0.03,1700410200.03,,,job
130,Executed,2023-11-19T19:40:00+00:00,129.85,1700422929.85,,,job3
131,Executed,2023-11-20T16:10:00+00:00,0.03,1700496600.03,,,job
132,Executed,2023-11-20T19:40:00+00:00,135.03,1700509335.03,,,job3
133,Executed,2023-11-21T16:10:00+00:00,0.03,1700583000.03,,,job
134,Executed,2023-11-21T19:40:00+00:00,132.91,1700595732.91,,,job3
135,Executed,2023-11-22T16:10:00+00:00,0.03,1700669400.03,,,job
136,Executed,2023-11-22T19:40:00+00:00,136.17,1700682136.17,,,job3
137,Executed,2023-11-23T16:10:00+00:00,0.04,1700755800.04,,,job
138,Executed,2023-11-23T19:40:00+00:00,134.33,1700768534.33,,,job3
139,Executed,2023-11-24T16:10:00+00:00,0.03,1700842200.03,,,job
140,Executed,2023-11-24T19:40:00+00:00,133.56,1700854933.56,,,job3
141,Executed,2023-11-25T16:10:00+00:00,0.04,1700928600.04,,,job
142,Executed,2023-11-25T19:40:00+00:00,147.27,1700941347.27,,,job3
143,Executed,2023-11-26T16:10:00+00:00,0.06,1701015000.06,,,job
144,Executed,2023-11-26T19:40:00+00:00,149.45,1701027749.45,,,job3
145,Executed,2023-11-27T16:10:00+00:00,0.04,1701101400.04,,,job
146,Executed,2023-11-27T19:40:00+00:00,170.21,1701114170.21,,,job3
147,Executed,2023-11-28T16:10:00+00:00,0.99,1701187800.99,,,job
148,Executed,2023-11-28T19:40:00+00:00,355.08,1701200755.08,,,job3
149,Executed,2023-11-29T16:10:00+00:00,1.13,1701274201.13,,,job
150,Executed,2023-11-29T19:40:00+00:00,382.65,1701287182.65,,,job3
151,Executed,2023-11-30T16:10:00+00:00,1.33,1701360601.33,,,job
923,Executed,2024-12-20T22:00:00+00:00,1420.89,1734733420.89,,,job3
153,Executed,2023-12-01T16:10:00+00:00,1.36,1701447001.36,,,job
924,Executed,2024-12-21T16:10:00+00:00,0.05,1734797400.05,,,job
155,Executed,2023-12-02T16:10:00+00:00,0.98,1701533400.98,,,job
925,Executed,2024-12-21T22:00:00+00:00,1419.07,1734819819.07,,,job3
157,Executed,2023-12-03T16:10:00+00:00,0.99,1701619800.99,,,job
926,Executed,2024-12-22T16:10:00+00:00,0.05,1734883800.05,,,job
159,Executed,2023-12-04T16:10:00+00:00,1.15,1701706201.15,,,job
927,Executed,2024-12-22T22:00:00+00:00,1409.7,1734906209.7,,,job3
161,Executed,2023-12-05T16:10:00+00:00,1.19,1701792601.19,,,job
1254,Executed,2025-06-05T16:10:00+00:00,0.16,1749139800.16,,,job
163,Executed,2023-12-06T16:10:00+00:00,1.85,1701879001.85,,,job
1255,Executed,2025-06-05T22:00:00+00:00,763.38,1749161563.38,,,job3
165,Executed,2023-12-07T16:10:00+00:00,1.2,1701965401.2,,,job
167,Executed,2023-12-08T16:10:00+00:00,1.22,1702051801.22,,,job
1256,Executed,2025-06-06T16:10:00+00:00,0.17,1749226200.17,,,job
1257,Executed,2025-06-06T22:00:00+00:00,691.27,1749247891.27,,,job3
1258,Executed,2025-06-07T16:10:00+00:00,0.2,1749312600.2,,,job
1259,Executed,2025-06-07T22:00:00+00:00,527.59,1749334127.59,,,job3
1260,Executed,2025-06-08T16:10:00+00:00,0.22,1749399000.22,,,job
1261,Executed,2025-06-08T22:00:00+00:00,310.68,1749420310.68,,,job3
1262,Executed,2025-06-09T16:10:00+00:00,0.21,1749485400.21,,,job
1263,Executed,2025-06-09T22:00:00+00:00,1733.27,1749508133.27,,,job3
1264,Executed,2025-06-10T16:10:00+00:00,0.19,1749571800.19,,,job
1265,Executed,2025-06-10T22:00:00+00:00,1814.35,1749594614.35,,,job3
1266,Executed,2025-06-11T16:10:00+00:00,0.14,1749658200.14,,,job
1267,Executed,2025-06-11T22:00:00+00:00,711.85,1749679911.85,,,job3
1268,Executed,2025-06-12T16:10:00+00:00,0.07,1749744600.07,,,job
1269,Executed,2025-06-12T22:00:00+00:00,1756.45,1749767356.45,,,job3
1270,Executed,2025-06-13T16:10:00+00:00,0.07,1749831000.07,,,job
1271,Executed,2025-06-13T22:00:00+00:00,703.98,1749852703.98,,,job3
1272,Executed,2025-06-14T16:10:00+00:00,0.07,1749917400.07,,,job
1273,Executed,2025-06-14T22:00:00+00:00,1754.47,1749940154.47,,,job3
1274,Executed,2025-06-15T16:10:00+00:00,0.07,1750003800.07,,,job
1275,Executed,2025-06-15T22:00:00+00:00,711.34,1750025511.34,,,job3
1276,Executed,2025-06-16T16:10:00+00:00,0.07,1750090200.07,,,job
1277,Executed,2025-06-16T22:00:00+00:00,1790.38,1750112990.38,,,job3
1278,Executed,2025-06-17T16:10:00+00:00,0.08,1750176600.08,,,job
1279,Executed,2025-06-17T22:00:00+00:00,705.52,1750198305.52,,,job3
1280,Executed,2025-06-18T16:10:00+00:00,0.08,1750263000.08,,,job
1281,Executed,2025-06-18T22:00:00+00:00,724.31,1750284724.31,,,job3
1282,Executed,2025-06-19T16:10:00+00:00,0.07,1750349400.07,,,job
1283,Executed,2025-06-19T22:00:00+00:00,1827.79,1750372227.79,,,job3
1284,Executed,2025-06-20T16:10:00+00:00,0.08,1750435800.08,,,job
1609,Executed,2025-11-29T22:00:00+00:00,3870.42,1764457470.42,,,job3
1610,Executed,2025-11-30T16:10:00+00:00,0.99,1764519000.99,,,job
1611,Executed,2025-11-30T22:00:00+00:00,2779.1,1764542779.1,,,job3
1612,Executed,2025-12-01T16:10:00+00:00,0.98,1764605400.98,,,job
1613,Executed,2025-12-01T22:00:00+00:00,3879.24,1764630279.24,,,job3
1614,Executed,2025-12-02T16:10:00+00:00,1.1,1764691801.1,,,job
1615,Executed,2025-12-02T22:00:00+00:00,3898.62,1764716698.62,,,job3
928,Executed,2024-12-23T16:10:00+00:00,0.05,1734970200.05,,,job
169,Executed,2023-12-09T16:10:00+00:00,1.2,1702138201.2,,,job
929,Executed,2024-12-23T22:00:00+00:00,1417.43,1734992617.43,,,job3
930,Executed,2024-12-24T16:10:00+00:00,0.05,1735056600.05,,,job
931,Executed,2024-12-24T22:00:00+00:00,1427.48,1735079027.48,,,job3
932,Executed,2024-12-25T16:10:00+00:00,0.05,1735143000.05,,,job
933,Executed,2024-12-25T22:00:00+00:00,2569.13,1735166569.13,,,job3
934,Executed,2024-12-26T16:10:00+00:00,0.05,1735229400.05,,,job
935,Executed,2024-12-26T22:00:00+00:00,1428.47,1735251828.47,,,job3
936,Executed,2024-12-27T16:10:00+00:00,0.05,1735315800.05,,,job
937,Executed,2024-12-27T22:00:00+00:00,2512.58,1735339312.58,,,job3
938,Executed,2024-12-28T16:10:00+00:00,0.05,1735402200.05,,,job
939,Executed,2024-12-28T22:00:00+00:00,1425.47,1735424625.47,,,job3
940,Executed,2024-12-29T16:10:00+00:00,0.05,1735488600.05,,,job
941,Executed,2024-12-29T22:00:00+00:00,2528.15,1735512128.15,,,job3
943,Executed,2024-12-30T22:00:00+00:00,1402.1,1735597402.1,,,job3
944,Executed,2024-12-31T16:10:00+00:00,0.05,1735661400.05,,,job
945,Executed,2024-12-31T22:00:00+00:00,2725.51,1735685125.51,,,job3
946,Executed,2025-01-01T16:10:00+00:00,0.05,1735747800.05,,,job
947,Executed,2025-01-01T22:00:00+00:00,1546.06,1735770346.06,,,job3
948,Executed,2025-01-02T16:10:00+00:00,0.05,1735834200.05,,,job
949,Error!,2025-01-02T22:00:00+00:00,1585.05,1735856785.05,"invalid input syntax for type json
LINE 1: ...ES ('c4d4a2ef-b6f6-4dbb-949f-defae3db2679'::uuid, '{""Date"": ...
                                                             ^
DETAIL:  Token ""NaN"" is invalid.
CONTEXT:  JSON data, line 1: ...-01-16"", ""2025-01-17"", ""2025-01-18""], ""GDD"": [NaN...
","  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/apscheduler/executors/base.py"", line 125, in run_job
    retval = job.func(*job.args, **job.kwargs)
  File ""/mnt/grape_backend/grape_backend/grape/./weather/views.py"", line 1711, in job3
    PhenData.objects.bulk_create(phen_update_list)
  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/django/db/models/manager.py"", line 87, in manager_method
    return getattr(self.get_queryset(), name)(*args, **kwargs)
  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/django/db/models/query.py"", line 803, in bulk_create
    returned_columns = self._batched_insert(
  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/django/db/models/query.py"", line 1831, in _batched_insert
    self._insert(
  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/django/db/models/query.py"", line 1805, in _insert
    return query.get_compiler(using=using).execute_sql(returning_fields)
  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/django/db/models/sql/compiler.py"", line 1820, in execute_sql
    cursor.execute(sql, params)
  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/django/db/backends/utils.py"", line 67, in execute
    return self._execute_with_wrappers(
  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/django/db/backends/utils.py"", line 80, in _execute_with_wrappers
    return executor(sql, params, many, context)
  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/django/db/backends/utils.py"", line 84, in _execute
    with self.db.wrap_database_errors:
  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/django/db/utils.py"", line 91, in __exit__
    raise dj_exc_value.with_traceback(traceback) from exc_value
  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/django/db/backends/utils.py"", line 89, in _execute
    return self.cursor.execute(sql, params)
",job3
1285,Executed,2025-06-20T22:00:00+00:00,1780.83,1750458580.83,,,job3
1286,Executed,2025-06-21T16:10:00+00:00,0.07,1750522200.07,,,job
1287,Executed,2025-06-21T22:00:00+00:00,1719.44,1750544919.44,,,job3
1288,Executed,2025-06-22T16:10:00+00:00,0.06,1750608600.06,,,job
1289,Executed,2025-06-22T22:00:00+00:00,721.73,1750630321.73,,,job3
1290,Executed,2025-06-23T16:10:00+00:00,0.07,1750695000.07,,,job
1291,Executed,2025-06-23T22:00:00+00:00,738.86,1750716738.86,,,job3
1292,Executed,2025-06-24T16:10:00+00:00,0.07,1750781400.07,,,job
1293,Executed,2025-06-24T22:00:00+00:00,741.93,1750803141.93,,,job3
1294,Executed,2025-06-25T16:10:00+00:00,0.07,1750867800.07,,,job
1295,Executed,2025-06-25T22:00:00+00:00,743.42,1750889543.42,,,job3
1296,Executed,2025-06-26T16:10:00+00:00,0.07,1750954200.07,,,job
1297,Executed,2025-06-26T22:00:00+00:00,726.13,1750975926.13,,,job3
1298,Executed,2025-06-27T16:10:00+00:00,0.07,1751040600.07,,,job
1299,Executed,2025-06-27T22:00:00+00:00,757.56,1751062357.56,,,job3
1300,Executed,2025-06-28T16:10:00+00:00,0.07,1751127000.07,,,job
1301,Executed,2025-06-28T22:00:00+00:00,723.6,1751148723.6,,,job3
1302,Executed,2025-06-29T16:10:00+00:00,0.07,1751213400.07,,,job
1303,Executed,2025-06-29T22:00:00+00:00,740.05,1751235140.05,,,job3
1304,Executed,2025-06-30T16:10:00+00:00,0.07,1751299800.07,,,job
1305,Executed,2025-06-30T22:00:00+00:00,1829.88,1751322629.88,,,job3
1306,Executed,2025-07-01T16:10:00+00:00,0.07,1751386200.07,,,job
1307,Executed,2025-07-01T22:00:00+00:00,740.6,1751407940.6,,,job3
1308,Executed,2025-07-02T16:10:00+00:00,0.06,1751472600.06,,,job
1309,Executed,2025-07-02T22:00:00+00:00,743.26,1751494343.26,,,job3
1310,Executed,2025-07-03T16:10:00+00:00,0.06,1751559000.06,,,job
1311,Executed,2025-07-03T22:00:00+00:00,1736.16,1751581736.16,,,job3
1312,Executed,2025-07-04T16:10:00+00:00,0.06,1751645400.06,,,job
1313,Executed,2025-07-04T22:00:00+00:00,763.55,1751667163.55,,,job3
1314,Executed,2025-07-05T16:10:00+00:00,0.06,1751731800.06,,,job
1315,Executed,2025-07-05T22:00:00+00:00,764.05,1751753564.05,,,job3
1316,Executed,2025-07-06T16:10:00+00:00,0.06,1751818200.06,,,job
1317,Executed,2025-07-06T22:00:00+00:00,1681.88,1751840881.88,,,job3
1318,Executed,2025-07-07T16:10:00+00:00,0.06,1751904600.06,,,job
1319,Executed,2025-07-07T22:00:00+00:00,759.59,1751926359.59,,,job3
1320,Executed,2025-07-08T16:10:00+00:00,0.06,1751991000.06,,,job
1321,Executed,2025-07-08T22:00:00+00:00,763.46,1752012763.46,,,job3
1322,Executed,2025-07-09T16:10:00+00:00,0.07,1752077400.07,,,job
1323,Executed,2025-07-09T22:00:00+00:00,759.21,1752099159.21,,,job3
1324,Executed,2025-07-10T16:10:00+00:00,0.06,1752163800.06,,,job
1325,Executed,2025-07-10T22:00:00+00:00,1868.05,1752186668.05,,,job3
1326,Executed,2025-07-11T16:10:00+00:00,0.06,1752250200.06,,,job
1327,Executed,2025-07-11T22:00:00+00:00,779.9,1752271979.9,,,job3
1328,Executed,2025-07-12T16:10:00+00:00,0.06,1752336600.06,,,job
1329,Executed,2025-07-12T22:00:00+00:00,1921.43,1752359521.43,,,job3
1330,Executed,2025-07-13T16:10:00+00:00,0.07,1752423000.07,,,job
1331,Executed,2025-07-13T22:00:00+00:00,1844.96,1752445844.96,,,job3
1332,Executed,2025-07-14T16:10:00+00:00,0.06,1752509400.06,,,job
1333,Executed,2025-07-14T22:00:00+00:00,758.09,1752531158.09,,,job3
1334,Executed,2025-07-15T16:10:00+00:00,0.06,1752595800.06,,,job
1335,Executed,2025-07-15T22:00:00+00:00,1848.82,1752618648.82,,,job3
942,Executed,2024-12-30T16:10:00+00:00,0.04,1735575000.04,,,job
179,Executed,2023-12-14T16:10:00+00:00,1.23,1702570201.23,,,job
1336,Executed,2025-07-16T16:10:00+00:00,0.06,1752682200.06,,,job
181,Executed,2023-12-15T16:10:00+00:00,1.31,1702656601.31,,,job
1337,Executed,2025-07-16T22:00:00+00:00,755.4,1752703955.4,,,job3
183,Executed,2023-12-16T16:10:00+00:00,1.21,1702743001.21,,,job
1338,Executed,2025-07-17T16:10:00+00:00,0.07,1752768600.07,,,job
185,Executed,2023-12-17T16:10:00+00:00,1.42,1702829401.42,,,job
1339,Executed,2025-07-17T22:00:00+00:00,2869.86,1752792469.86,,,job3
187,Executed,2023-12-18T16:10:00+00:00,1.2,1702915801.2,,,job
1340,Executed,2025-07-18T16:10:00+00:00,0.06,1752855000.06,,,job
189,Executed,2023-12-19T16:10:00+00:00,1.15,1703002201.15,,,job
1341,Executed,2025-07-18T22:00:00+00:00,1846.75,1752877846.75,,,job3
191,Executed,2023-12-20T16:10:00+00:00,1.28,1703088601.28,,,job
1342,Executed,2025-07-19T16:10:00+00:00,0.06,1752941400.06,,,job
193,Executed,2023-12-21T16:10:00+00:00,1.35,1703175001.35,,,job
1343,Executed,2025-07-19T22:00:00+00:00,17450.61,1752979850.61,,,job3
195,Executed,2023-12-22T16:10:00+00:00,1.52,1703261401.52,,,job
1344,Executed,2025-07-20T16:10:00+00:00,0.5,1753027800.5,,,job
197,Executed,2023-12-23T16:10:00+00:00,1.18,1703347801.18,,,job
1345,Executed,2025-07-20T22:00:00+00:00,756.79,1753049556.79,,,job3
199,Executed,2023-12-24T16:10:00+00:00,1.18,1703434201.18,,,job
1346,Executed,2025-07-21T16:10:00+00:00,0.69,1753114200.69,,,job
201,Executed,2023-12-25T16:10:00+00:00,0.97,1703520600.97,,,job
1347,Executed,2025-07-21T22:00:00+00:00,1769.79,1753136969.79,,,job3
203,Executed,2023-12-26T16:10:00+00:00,1.12,1703607001.12,,,job
1348,Executed,2025-07-22T16:10:00+00:00,0.49,1753200600.49,,,job
205,Executed,2023-12-27T16:10:00+00:00,1.08,1703693401.08,,,job
1349,Executed,2025-07-22T22:00:00+00:00,833.73,1753222433.73,,,job3
207,Executed,2023-12-28T16:10:00+00:00,1.37,1703779801.37,,,job
1350,Executed,2025-07-23T16:10:00+00:00,0.45,1753287000.45,,,job
1351,Executed,2025-07-23T22:00:00+00:00,753.25,1753308753.25,,,job3
1352,Executed,2025-07-24T16:10:00+00:00,0.69,1753373400.69,,,job
1353,Executed,2025-07-24T22:00:00+00:00,750.26,1753395150.26,,,job3
1354,Executed,2025-07-25T16:10:00+00:00,0.42,1753459800.42,,,job
1355,Executed,2025-07-25T22:00:00+00:00,771.33,1753481571.33,,,job3
1356,Executed,2025-07-26T16:10:00+00:00,0.46,1753546200.46,,,job
1357,Executed,2025-07-26T22:00:00+00:00,825.01,1753568025.01,,,job3
1358,Executed,2025-07-27T16:10:00+00:00,0.59,1753632600.59,,,job
1359,Executed,2025-07-27T22:00:00+00:00,756.54,1753654356.54,,,job3
1360,Executed,2025-07-28T16:10:00+00:00,0.45,1753719000.45,,,job
1361,Executed,2025-07-28T22:00:00+00:00,815.8,1753740815.8,,,job3
1616,Executed,2025-12-03T16:10:00+00:00,240.81,1764778440.81,,,job
1617,Executed,2025-12-03T22:00:00+00:00,2818.98,1764802018.98,,,job3
1618,Executed,2025-12-04T16:10:00+00:00,0.06,1764864600.06,,,job
1619,Executed,2025-12-04T22:00:00+00:00,6034.11,1764891634.11,,,job3
1620,Executed,2025-12-05T16:10:00+00:00,0.06,1764951000.06,,,job
1621,Executed,2025-12-05T22:00:00+00:00,3931.89,1764975931.89,,,job3
1622,Executed,2025-12-06T16:10:00+00:00,0.06,1765037400.06,,,job
1623,Executed,2025-12-06T22:00:00+00:00,2859.34,1765061259.34,,,job3
1624,Executed,2025-12-07T16:10:00+00:00,0.06,1765123800.06,,,job
1625,Executed,2025-12-07T22:00:00+00:00,2893.47,1765147693.47,,,job3
1626,Executed,2025-12-08T16:10:00+00:00,0.06,1765210200.06,,,job
1627,Error!,2025-12-08T22:00:00+00:00,10119.84,1765241319.84,"server closed the connection unexpectedly
	This probably means the server terminated abnormally
	before or while processing the request.
","  File ""/mnt/grape_backend/grapeenv/lib/python3.10/site-packages/apscheduler/executors/base.py"", line 125, in run_job
    retval = job.func(*job.args, **job.kwargs)
  File ""/mnt/grape_backend/grape_backend/grape/./weather/views.py"", line 1713, in job3
    RB.objects.bulk_create(rb_updata_list)
  File ""/mnt/grape_backend/grapeenv/lib/python3.10/site-packages/django/db/models/manager.py"", line 87, in manager_method
    return getattr(self.get_queryset(), name)(*args, **kwargs)
  File ""/mnt/grape_backend/grapeenv/lib/python3.10/site-packages/django/db/models/query.py"", line 803, in bulk_create
    returned_columns = self._batched_insert(
  File ""/mnt/grape_backend/grapeenv/lib/python3.10/site-packages/django/db/models/query.py"", line 1831, in _batched_insert
    self._insert(
  File ""/mnt/grape_backend/grapeenv/lib/python3.10/site-packages/django/db/models/query.py"", line 1805, in _insert
    return query.get_compiler(using=using).execute_sql(returning_fields)
  File ""/mnt/grape_backend/grapeenv/lib/python3.10/site-packages/django/db/models/sql/compiler.py"", line 1820, in execute_sql
    cursor.execute(sql, params)
  File ""/mnt/grape_backend/grapeenv/lib/python3.10/site-packages/django/db/backends/utils.py"", line 102, in execute
    return super().execute(sql, params)
  File ""/mnt/grape_backend/grapeenv/lib/python3.10/site-packages/django/db/backends/utils.py"", line 67, in execute
    return self._execute_with_wrappers(
  File ""/mnt/grape_backend/grapeenv/lib/python3.10/site-packages/django/db/backends/utils.py"", line 80, in _execute_with_wrappers
    return executor(sql, params, many, context)
  File ""/mnt/grape_backend/grapeenv/lib/python3.10/site-packages/django/db/backends/utils.py"", line 84, in _execute
    with self.db.wrap_database_errors:
  File ""/mnt/grape_backend/grapeenv/lib/python3.10/site-packages/django/db/utils.py"", line 91, in __exit__
    raise dj_exc_value.with_traceback(traceback) from exc_value
  File ""/mnt/grape_backend/grapeenv/lib/python3.10/site-packages/django/db/backends/utils.py"", line 89, in _execute
    return self.cursor.execute(sql, params)
",job3
1628,Executed,2025-12-09T16:10:00+00:00,0.06,1765296600.06,,,job
